src,dst,packets,duration,rate,mean,std,max,min,tcp,udp,dns,icmp,syn,ack,psh,fin,urg,rst,sport,dport
189.27.48.18,192.168.3.2,16074,270.0421680000006,59.524037001509946,48.09723777528929,34.5970655910556,393,35,5,16068,0,1,0.2,0.8,0.2,0.2,0.0,0.0,29674.400584795323,40997.44929700137
192.168.3.2,190.174.129.89,16061,21.589768000000884,743.9172111529565,1407.4663470518647,225.18772562495676,1461,35,34,16027,0,0,0.11764705882352941,0.9411764705882353,0.5588235294117647,0.29411764705882354,0.0,0.0,40940.01239026213,19493.07676981508
192.168.3.2,85.211.205.144,15618,11.922558999999874,1309.9536768910236,1358.4714432065566,284.2780612729883,1461,35,12,15606,0,0,0.16666666666666666,0.8333333333333334,0.4166666666666667,0.16666666666666666,0.0,0.16666666666666666,40982.20418747599,31565.29293123319
192.168.3.2,50.8.38.237,15310,14.702791999999924,1041.2988226998027,551.3100587851078,92.21487301023988,571,47,15309,1,0,0,0.0,1.0,0.017767326409301717,0.0,0.0,0.0,41000.0,51909.35316786414
192.168.3.2,201.95.0.124,15165,39.41862400000239,384.7166253190137,1071.7831190240686,457.14203568034674,1461,35,57,15108,0,0,0.15789473684210525,0.8421052631578947,0.42105263157894735,0.17543859649122806,0.0,0.0,40856.513550939664,28710.0
217.164.127.240,192.168.3.2,15024,336.64578700000106,44.62851038144717,46.908213525026625,33.00987169416437,723,43,0,15024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21805.0,41000.0
220.132.58.228,192.168.1.2,75553,1780.2122469999654,42.44044502408227,1303.7400765025875,197.5407593229821,1593,35,75553,0,0,0,0.0,1.0,0.5393300067502284,0.0,0.0,0.0,4666.0,2178.0
192.168.1.2,220.132.58.228,41063,131.95285499999864,311.1944792706488,36.74863015366632,6.424803533521935,321,35,41063,0,0,0,0.0,1.0,0.013345347393030222,0.0,0.0,0.0,2178.0,4666.0
119.57.0.241,192.168.1.2,23122,432.161381000002,53.503161125820014,1309.566732981576,149.87830646379146,1750,35,23122,0,0,0,8.649770781074301e-05,0.9999135022921892,0.5229651414237523,0.0,0.0,0.0,41254.52763601764,13000.0
192.168.1.2,187.58.202.42,18342,16.54079000000046,1108.8950406842412,558.7232580961727,58.93217468896325,571,35,18342,0,0,0,5.4519681605059426e-05,1.0,0.21786064769381747,0.00010903936321011885,0.0,0.0,13000.0,51223.18231381529
210.56.70.127,192.168.1.2,16007,334.8560070000028,47.80263655237299,1231.5854313737739,334.1911568012845,1550,35,16007,0,0,0,6.247266820765915e-05,0.9999375273317923,0.5753732741925408,6.247266820765915e-05,0.0,0.0,4114.8991691135125,13000.0
192.168.1.2,212.92.234.101,42258,27.06453000000404,1561.379414310675,390.36232192720905,30.09337586985465,393,43,0,42258,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,50568.0
192.168.1.2,124.6.181.197,38325,69.60408500001058,550.614234782257,388.59778212654925,38.93623698236052,393,43,0,38325,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,32942.0
192.168.1.2,125.60.248.133,34655,61.98345300001057,559.1008297003733,390.14924253354496,31.190964490931428,393,35,18,34637,0,0,0.7222222222222222,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0,20993.655807242823,57746.442360409754
192.168.1.2,95.63.149.143,34650,13.67897300000036,2533.084903376817,2470.2275324675325,1204.5180768260054,11715,35,34635,15,0,0,0.00028872527789807997,0.9997401472498917,0.010769452865598383,2.8872527789807997e-05,0.0,0.0,20995.095584415583,55087.12883116883
95.63.149.143,192.168.1.2,34479,401.9677819999952,85.77553113448383,39.26932335624583,8.239583955439853,231,35,34474,5,0,0,2.9007367871439347e-05,0.9999709926321285,0.1436154783314962,2.9007367871439347e-05,0.0,0.0,55083.86443922388,21000.0
192.168.1.2,95.83.136.132,34216,49.24778400000964,694.7723779813789,388.8493394902969,37.66961692547938,393,35,11,34205,0,0,0.7272727272727273,0.45454545454545453,0.0,0.09090909090909091,0.0,0.0,20996.65367079729,43319.456745382275
192.168.1.2,109.165.228.60,31146,20.325529999999606,1532.358565803726,391.05162781737624,25.71707517915709,393,43,0,31146,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,10002.038977717844
192.168.1.2,121.54.32.155,30971,36.14187100000166,856.928519278888,390.06515772819733,31.092859614529885,393,43,0,30971,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,14694.248974847438
192.168.1.2,190.17.120.240,30045,66.8369400000013,449.526863438084,545.6245964386753,103.3611821604573,571,47,30041,4,0,0,0.0,1.0,0.029626177557338304,0.0,0.0,0.0,21000.0,41886.26849725412
192.168.1.2,213.10.175.95,27215,5.386619999999529,5052.333374175713,392.6395370200257,11.015912543903323,393,43,3,27212,0,0,1.0,1.0,0.0,0.0,0.0,0.0,21000.0,49413.02708065405
192.168.1.2,84.109.94.136,26197,17.79039300000048,1472.5363290175371,391.800396992022,20.31030395965433,393,43,0,26197,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,41985.0
192.168.1.2,41.201.188.201,23350,16.52661200000045,1412.8727654524328,391.5506638115632,22.396249644661463,393,35,9,23341,0,0,0.7777777777777778,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,20994.984411134905,19747.67404710921
192.168.1.2,217.164.127.240,20952,30.522820999999244,686.4372070982731,385.62714776632305,49.296185915291396,393,43,30,20922,0,0,1.0,0.0,0.0,0.0,0.0,0.0,20973.006443298967,21805.0
192.168.1.2,70.125.138.161,19602,4.8490610000003365,4042.4321327363464,391.8566472808897,19.69190682155042,536,35,22,19580,0,0,0.18181818181818182,0.8181818181818182,0.2727272727272727,0.18181818181818182,0.0,0.0,20980.94658708295,25812.0
192.168.1.2,93.139.35.21,18988,6.949576999999201,2732.2526248723025,392.25542447861807,15.848184913212695,393,43,3,18985,0,0,1.0,0.0,0.0,0.0,0.0,0.0,20996.881346113336,31896.0
192.168.1.2,67.168.182.56,18805,15.966148999999467,1177.8043659745772,389.6596118053709,33.26519799965247,393,35,53,18752,0,0,0.2641509433962264,0.7358490566037735,0.39622641509433965,0.11320754716981132,0.0,0.0,20946.556447753257,60318.0
192.168.1.2,125.60.248.133,18026,64.22408100001005,280.67353739163946,388.8563186508377,37.42855968249381,393,43,6,18020,0,0,1.0,0.0,0.0,0.0,0.0,0.0,20994.182403195384,57746.0
192.168.1.2,120.61.0.82,17210,78.55516400000094,219.0817143478918,404.2957582800697,213.71857200454406,7245,35,736,16474,0,0,0.028532608695652172,0.9836956521739131,0.08152173913043478,0.004076086956521739,0.0,0.006793478260869565,20990.698082510167,10129.016327716445
190.17.120.240,192.168.1.2,15853,507.68210900000815,31.22623334358971,52.018482306188105,14.093075810891126,277,35,15853,0,0,0,0.0,0.9999369204566959,0.02346559010912761,6.307954330410648e-05,0.0,6.307954330410648e-05,41885.0,21000.0
90.24.251.177,192.168.4.2,230813,3323.993519999959,69.4384626838872,1380.9954985204472,268.4367312556139,1487,35,230813,0,0,0,4.33251160029981e-06,0.9999913349767994,0.1636606257013253,8.66502320059962e-06,0.0,4.33251160029981e-06,60612.367877892495,49000.0
110.32.8.235,192.168.4.2,217307,2561.914746999991,84.82210434772159,1424.2931612879474,137.59500847681878,1502,35,217307,0,0,0,2.761070743234226e-05,0.9999723892925677,0.9125660931309162,2.761070743234226e-05,0.0,0.0,60388.14414169815,49000.0
110.32.8.235,192.168.4.2,216035,2620.095201999951,82.45311080112579,1423.7136991691161,132.25274117158222,1487,35,216035,0,0,0,3.240215705788414e-05,0.9999675978429421,0.9310019209850255,4.1659916217279605e-05,0.0,0.0,60459.35061448377,49000.0
110.32.8.235,192.168.4.2,215138,1961.143304000018,109.70029551700625,1424.1069313649843,134.49479855883632,1495,35,215138,0,0,0,1.8592717232659966e-05,0.9999814072827673,0.9202930212235867,2.324089654082496e-05,0.0,0.0,60319.357714583195,49000.0
90.24.251.177,192.168.4.2,212839,3114.2585490000242,68.34339431077157,1436.9400626764832,214.04428269261916,1487,35,212839,0,0,0,3.288870930609522e-05,0.9999530161295627,0.16026198206155826,3.288870930609522e-05,0.0,1.4095161131183665e-05,60355.58157574505,49000.0
90.24.251.177,192.168.4.2,198945,3217.501595000017,61.83213718033882,1323.642966649074,291.5338451352768,1487,35,198945,0,0,0,3.0159089195506294e-05,0.9999547613662068,0.12550202317223352,5.529166352509488e-05,0.0,1.5079544597753147e-05,59760.63459750182,49000.0
110.32.8.235,192.168.4.2,193536,2500.982304000069,77.38399415719924,1425.8639477926588,117.37043702750776,1496,35,193536,0,0,0,1.0333994708994708e-05,0.999989666005291,0.9386987433862434,5.166997354497354e-06,0.0,0.0,60860.25765749008,49000.0
110.32.8.235,192.168.4.2,184965,1065.3154680000087,173.62462627830584,1423.9920687697672,132.3509395739438,1487,35,184965,0,0,0,2.703214121590571e-05,0.9999729678587841,0.927802557240559,1.6219284729543428e-05,0.0,0.0,60189.795820830965,49000.0
90.24.251.177,192.168.4.2,172517,2951.19293699998,58.456699945673925,1372.820684338355,270.1355343188026,1487,35,172490,27,0,0,0.00012174618818482231,0.9998492666241521,0.1371963592092295,0.00024349237636964462,0.0,2.898718766305293e-05,59436.9694986581,49000.0
211.127.102.109,192.168.4.2,165911,104.79397299998821,1583.2112787633184,887.8869634924749,656.406136278495,1464,35,165911,0,0,0,6.02732790472e-06,0.9999939726720953,0.6109902297014664,6.02732790472e-06,0.0,0.0,11917.241400509913,49000.0
173.238.146.107,192.168.4.2,151345,1006.5117860000244,150.36584976462098,1421.2394991575538,112.3889163275527,1495,35,151345,0,0,0,0.0,1.0,0.9990551389210083,0.0,0.0,0.0,55173.94134593148,49000.0
173.238.146.107,192.168.4.2,147021,675.8864839999967,217.52321355785645,1421.1574604988402,112.84437099979397,1495,35,147021,0,0,0,1.3603498819896477e-05,0.9999863965011802,0.9990613585814272,0.0,0.0,0.0,55070.02312594799,49000.0
110.32.8.235,192.168.4.2,137645,1856.8441370000646,74.12846197332459,1429.5717679537943,90.36383840438924,1487,35,137645,0,0,0,0.0,1.0,0.9546006030004722,1.4530131860946639e-05,0.0,0.0,61367.07923280904,49000.0
192.168.4.2,67.237.199.161,129194,59.87499099999994,2157.7289255876485,1421.3064306391939,119.07463802292176,1495,35,129194,0,0,0,0.0,1.0,0.999783271668963,0.0,0.0,0.0,49000.0,16664.0
192.168.4.2,90.24.251.177,129068,46.654043000002716,2766.4912127764037,56.86501689032138,53.872763531948024,612,47,129068,0,0,0,7.747853844485078e-06,1.0,0.018091238726872655,7.747853844485078e-06,0.0,0.0,49000.0,60612.64170049896
192.168.4.2,82.114.89.164,127670,31.79513999999935,4015.3935475674148,1421.4770032114045,112.92705249940856,1495,408,127670,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,49000.0,56311.0
192.168.4.2,82.114.89.164,127040,34.23489300000014,3710.833855972603,1421.3824779596978,113.46004809626326,1495,35,127039,1,0,0,7.871598485504451e-06,0.9999921284015145,0.9999527704090869,7.871598485504451e-06,0.0,1.5743196971008902e-05,49000.0,56914.44188444584
192.168.4.2,67.237.199.161,121908,61.18233900000769,1992.5357871653891,1421.248744955212,118.58940888324788,1495,35,121907,1,0,0,8.202974398516902e-06,0.9999917970256015,0.9997785196912401,8.202974398516902e-06,0.0,1.6405948797033805e-05,49000.0,15877.955933983003
192.168.4.2,90.24.251.177,120749,44.641213000001386,2704.8772173819793,57.20294163926823,54.477692933452154,612,35,120749,0,0,0,5.7971494587946896e-05,0.999975155073748,0.018584004836478978,9.109806292391655e-05,0.0,5.7971494587946896e-05,49000.0,60355.006244358134
70.173.227.146,192.168.4.2,120425,2357.60998999998,51.079271173261795,1485.374440523147,98.64486355381815,1825,47,120425,0,0,0,0.0,1.0,0.0347353124351256,0.0,0.0,0.0,49665.0,49000.0
192.168.4.2,90.24.251.177,114033,79.42432100000842,1435.7440965719798,56.66494786596862,51.8421296415481,612,47,114033,0,0,0,3.507756526619487e-05,1.0,0.01674953741460805,2.6308173949646153e-05,0.0,0.0,49000.0,59759.73794427929
192.168.4.2,211.127.102.109,114003,11.658173999999786,9778.804124900014,42.81988193293159,20.956113527916745,584,35,114002,1,0,0,8.771775933755548e-06,0.9999122822406624,0.0024122383817827757,1.7543551867511095e-05,0.0,9.648953527131103e-05,49000.0,11914.408173469119
192.168.4.2,110.32.8.235,112585,23.64757100000226,4760.954095454,43.57521872363103,56.976821421604754,440,35,112585,0,0,0,5.3293067460141226e-05,0.9999467069325398,0.02031354088022383,5.3293067460141226e-05,0.0,7.993960119021184e-05,49000.0,60388.59171292801
192.168.4.2,110.32.8.235,111285,22.4511530000042,4956.761018018949,43.52221772925372,57.12847809288607,568,35,111285,0,0,0,6.290155906007098e-05,0.9999460843779485,0.02043402075751449,8.087343307723413e-05,0.0,8.087343307723413e-05,49000.0,60459.561324527116
192.168.4.2,110.32.8.235,111187,21.384816000003894,5199.34330975678,43.54434421290259,56.967249193851856,600,35,111187,0,0,0,3.59754287821418e-05,0.9999820122856089,0.02025416640434583,4.4969285977677245e-05,0.0,2.698157158660635e-05,49000.0,60319.68462140358
192.168.4.2,82.114.89.164,103793,26.86691799999853,3863.2268874310657,1421.484955632846,117.94089630492324,1495,36,103793,0,0,0,0.0,1.0,0.9998747507057316,0.0,0.0,0.0,49000.0,56311.0
192.168.4.2,110.32.8.235,99033,17.3417750000038,5710.6611059120705,41.53496309311038,50.02435823089856,568,35,99031,2,0,0,2.0195696297119083e-05,1.0,0.015520392604336016,1.0097848148559541e-05,0.0,0.0,49000.0,60860.859117667846
192.168.4.2,90.24.251.177,98972,68.68674300000828,1440.9185190217574,57.029028412076144,53.211568790512395,612,35,98971,1,0,0,0.00017176748744581746,0.9999393761809015,0.017884026634064524,0.00017176748744581746,0.0,0.00011114366834729365,49000.0,59444.79750838621
192.168.4.2,110.32.8.235,95075,15.562273000002598,6109.326060530112,43.53549303181698,57.14899754085128,568,35,95075,0,0,0,5.259006047856955e-05,1.0,0.0204154614777807,3.155403628714173e-05,0.0,0.0,49000.0,60190.21881672364
70.173.227.146,192.168.4.2,88028,1711.3247119999933,51.438513908399834,1484.6403076293907,105.47681893956869,1806,47,88025,3,0,0,0.0,1.0,0.025606361829025846,1.136040897472309e-05,0.0,0.0,49664.57641886672,49000.0
81.99.243.124,192.168.4.2,87829,161.2388889999991,544.7135027083974,1480.6106183606782,109.91083721001885,1495,35,87824,5,0,0,2.277281836400073e-05,1.0,0.08069548187283658,1.1386409182000365e-05,0.0,0.0,8023.0,2414.6534515934372
24.100.2.187,192.168.4.2,87446,461.4561020000007,189.50014881372152,1423.2701095533243,105.71852473803493,1495,35,87446,0,0,0,1.14356288452302e-05,0.9999885643711548,0.9997484161654049,1.14356288452302e-05,0.0,0.0,65154.58635043341,49000.0
211.127.102.109,192.168.4.2,86987,76.83605399999742,1132.1117557651116,888.3817007138998,656.3117012318014,1464,35,86987,0,0,0,1.149597066228287e-05,0.9999885040293377,0.6114017037028522,0.0,0.0,0.0,5840.0,49000.0
98.227.70.126,192.168.4.2,81136,892.9055930000363,90.86738915745228,1438.254929994084,95.84884845691525,1495,47,81136,0,0,0,0.0003450995858804969,0.9996549004141195,0.9981882271741274,0.0003574245710905147,0.0,0.0,1837.4459795898244,49000.0
81.99.243.124,192.168.4.2,80412,150.25241799999782,535.1794072292479,1215.7352633935234,261.86366529714564,1495,35,80390,22,0,0,0.0,1.0,0.0688642866028113,1.2439358129120537e-05,0.0,0.0,8023.0,2087.838257971447
192.168.4.2,173.238.146.107,77942,16.921110000002813,4606.199002310548,43.44486926175875,57.80365385097552,456,35,77942,0,0,0,0.0,1.0,0.019989222755382206,0.0,0.0,0.0,49000.0,55173.07009058017
192.168.4.2,173.238.146.107,75662,13.917801000001715,5436.3473080259355,43.30480293938833,56.82821398934609,456,35,75660,2,0,0,2.6434047052603755e-05,1.0,0.020103092783505156,0.0,0.0,0.0,49000.0,55071.29945018636
67.163.55.124,192.168.4.2,74844,306.1105789999936,244.49988054807332,1442.0654027042915,199.3394500115759,1495,35,74842,2,0,0,1.3361481521071056e-05,1.0,0.33355602469201784,2.6722963042142112e-05,0.0,0.0,11385.0,1050.2813051146384
192.168.4.2,82.114.89.164,73088,24.13161199999992,3028.7243139828474,1421.4007634632223,113.41560187467573,1495,35,73087,1,0,0,0.0,1.0,0.9999726353523882,1.368232380587519e-05,0.0,0.0,49000.0,57552.30394866462
173.54.15.221,192.168.4.2,72715,160.1965359999998,453.91118819198493,1454.7453070205597,123.09581158827082,1495,35,72711,4,0,0,2.7506154502069837e-05,1.0,0.4509358969069329,4.125923175310476e-05,0.0,0.0,20868.0,2417.5632125421166
24.100.2.187,192.168.4.2,70878,720.5149770000218,98.37130699921295,1423.6396766274443,108.62962382957264,1495,35,70878,0,0,0,2.8217500493806258e-05,0.9999717824995062,0.999703716244815,4.2326250740709385e-05,0.0,0.0,65177.07297045628,49000.0
192.168.4.2,70.173.227.146,70743,14.703604000003258,4811.26940034459,52.431293555546134,27.80467423946507,452,47,70743,0,0,0,0.0,1.0,0.004608229789519811,0.0,0.0,0.0,49000.0,49665.0
192.168.4.2,72.49.153.213,70218,19.317510999999936,3634.9403398812733,1420.9434333076988,115.74703739370585,1495,35,70215,3,0,0,4.272591326639607e-05,1.0,0.9998433383180232,4.272591326639607e-05,0.0,0.0,49000.0,49286.884345894214
192.168.4.2,110.32.8.235,69587,9.84424900000094,7068.797223637208,37.49693189819938,30.712031811341983,440,35,69587,0,0,0,0.0,1.0,0.005776941095319528,2.8741000474226508e-05,0.0,0.0,49000.0,61367.080388578324
90.24.251.177,192.168.4.2,69032,1672.9732780000213,41.26306194353878,1415.8486354154595,236.133604528067,1487,47,69032,0,0,0,0.0,1.0,0.21240873797659057,4.345810638544443e-05,0.0,0.0,60577.57794935682,49000.0
203.206.250.137,192.168.4.2,68327,504.5867960000039,135.41178750939704,1395.3136388250618,207.06779662408334,1487,35,68327,0,0,0,2.9271005605397573e-05,0.9999707289943947,0.17041579463462467,2.9271005605397573e-05,0.0,0.0,4369.649801688937,49000.0
203.206.250.137,192.168.4.2,67006,1115.0328289999945,60.093297934638954,1395.3999343342387,207.31347121221992,1487,35,67006,0,0,0,5.9696146613736084e-05,0.9999403038533863,0.17040265050890965,7.46201832671701e-05,0.0,0.0,4369.566009014118,49000.0
67.237.199.161,192.168.4.2,66790,1278.0070149999995,52.26105898957059,44.729630184159305,65.49997764548493,504,35,66790,0,0,0,0.0,1.0,0.019913160652792333,0.0,0.0,0.0,16664.0,49000.0
74.14.146.52,192.168.4.2,65768,346.12749099999803,190.0109113263135,1429.5899981754044,66.07280945634555,1487,488,65768,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,60078.0,49000.0
82.114.89.164,192.168.4.2,64982,1227.6313130000003,52.93283033095783,44.7526084146379,65.83639361990924,589,35,64981,1,0,0,1.538911374093966e-05,0.999984610886259,0.020144349886890015,1.538911374093966e-05,0.0,0.0,56912.562848173344,49000.0
67.237.199.161,192.168.4.2,62917,1630.995376000008,38.575829782119314,44.699604240507334,65.62019837569494,589,35,62916,1,0,0,1.5894208150549938e-05,0.9999841057918495,0.020010808061542373,1.5894208150549938e-05,0.0,0.0,15872.416469316719,49000.0
98.227.70.126,192.168.4.2,62396,670.42859900002,93.06882208346566,1430.7959324315661,133.19801441563135,1495,47,62396,0,0,0,0.0007372267453041862,0.9992627732546958,0.9962818129367267,0.0007372267453041862,0.0,0.0,3157.786043977178,49000.0
82.114.89.164,192.168.4.2,60807,550.8178320000058,110.394029509196,45.501554097390105,68.12038411243319,504,35,60807,0,0,0,0.0,1.0,0.021576463236140576,0.0,0.0,0.0,56311.0,49000.0
192.168.4.2,211.127.102.109,59978,6.339470999999286,9461.041780931997,42.8615492347194,21.470148482712865,984,35,59977,1,0,0,1.66730580055688e-05,0.9998499424779499,0.0024676125848241827,1.66730580055688e-05,0.0,0.00016673058005568802,49000.0,5840.1825836139915
99.112.28.101,192.168.4.2,59159,213.70995599999753,276.8191108513479,1429.372335570243,67.87725695431858,1495,35,59159,0,0,0,1.6903598776179447e-05,0.9999830964012238,0.999898578407343,1.6903598776179447e-05,0.0,0.0,59536.33452221978,49000.0
24.79.163.73,192.168.4.2,59004,2514.049864999988,23.469701544682877,1430.18139448173,63.97674265765382,1495,35,59003,1,0,0,0.0,1.0,0.9999661034184703,1.6948290764876363e-05,0.0,0.0,2127.0,1723.8012507626602
203.206.250.137,192.168.4.2,56902,1500.3401330000033,37.92606672876348,1372.072264595269,247.1792720581266,1487,35,56902,0,0,0,7.029629889986293e-05,0.9999297037011001,0.20593300762714842,7.029629889986293e-05,0.0,0.0,4368.968735721064,49000.0
143.238.87.59,192.168.4.2,56609,2147.2125190000124,26.363948374501664,1423.0502040311612,101.69538503597447,1495,47,56609,0,0,0,0.0,1.0,0.9985691321168012,0.0,0.0,0.0,57201.0,49000.0
98.83.176.144,192.168.4.2,55053,339.0335769999983,162.38214659192968,1422.245054765408,106.04701312313551,1487,35,55053,0,0,0,1.8164314387953426e-05,0.999981835685612,0.9998546854848964,1.8164314387953426e-05,0.0,0.0,51239.129475232956,49000.0
77.101.80.159,192.168.4.2,55021,91.39374700000067,602.0214927833039,1125.8916231984151,558.7110359701862,1464,35,55021,0,0,0,0.0,1.0,0.7818651060504171,3.6349757365369584e-05,0.0,0.0,59596.894058632155,49000.0
192.168.4.2,70.173.227.146,53885,12.385750000001337,4350.564156388929,53.0855340076088,27.331083035207154,750,47,53882,3,0,0,0.0,1.0,0.0043799413533276415,1.855907353104933e-05,0.0,0.0,49000.0,49664.30802635242
82.114.89.164,192.168.4.2,53403,325.69772700000095,163.96491462158667,45.05992172724379,65.31598359809216,504,35,53403,0,0,0,0.0,1.0,0.01981162106997734,0.0,0.0,0.0,56311.0,49000.0
70.173.227.146,192.168.4.2,53359,842.3310239999946,63.3468297850565,1467.903052905789,181.88653320607207,1825,47,53354,5,0,0,1.8742737189339132e-05,0.9999812572628106,0.04335195111894141,0.0,0.0,0.0,49663.83534174179,49000.0
192.168.4.2,82.114.89.164,50304,15.330344000000036,3281.3353699042814,1420.3331544211196,151.8602177901468,1495,35,50304,0,0,0,0.0,1.0,0.9991451972010178,0.0,0.0,0.0,49000.0,56311.0
192.168.4.2,67.237.199.161,49229,14.580943999999992,3376.256022929656,1420.9036340368482,121.47990152770487,1495,35,49229,0,0,0,0.0,1.0,0.9994921692498324,0.0,0.0,0.0,49000.0,16664.0
142.162.155.4,192.168.4.2,48937,242.1038629999972,202.13225594009032,1429.0346568036455,76.60859937102491,1487,35,48931,6,0,0,0.00010218470908013324,1.0,0.9995299503382313,0.0001226216508961599,0.0,0.0,6979.0,2050.8843410916074
192.168.4.2,81.99.243.124,47103,6.25810500000001,7526.719350346459,38.93454769335286,29.66870818115017,680,35,47098,5,0,0,4.2464648180389826e-05,0.9999363030277294,0.005308081022548729,0.00012739394454116949,0.0,4.2464648180389826e-05,2416.9476678767805,8023.0
192.168.4.2,24.100.2.187,46244,12.24650100000053,3776.098985334505,43.322809445549694,56.02467071367996,840,35,46243,1,0,0,2.162489457863893e-05,1.0,0.019484030015353676,2.162489457863893e-05,0.0,0.0,49000.0,65154.64849493989
80.61.132.203,192.168.4.2,45967,167.5360949999997,274.3707259023799,1429.357756651511,67.73132050728012,1487,35,45967,0,0,0,2.175473709400222e-05,0.999978245262906,0.99989122631453,2.175473709400222e-05,0.0,0.0,54818.0,49000.0
77.101.80.159,192.168.4.2,43125,65.58164100000066,657.5773241172719,1131.5454608695652,555.0389019567023,1464,35,43125,0,0,0,9.27536231884058e-05,0.9999072463768116,0.7858782608695652,4.63768115942029e-05,0.0,0.0,59596.49824927536,49000.0
192.168.4.2,81.99.243.124,42921,4.951535999999916,8668.219316188095,38.37496796439971,28.30766317857381,750,35,42899,22,0,0,0.0,1.0,0.00424252313573743,2.3310566679875986e-05,0.0,0.0,2099.0523286969083,8023.0
192.168.4.2,98.227.70.126,41993,15.92897000000149,2636.2658728088554,49.4054723406282,27.528847087146655,580,47,41966,27,0,0,0.0006672067864461707,1.0,0.005480627174379259,0.0007148644140494686,0.0,0.0,49000.0,1858.8933869930702
98.83.176.144,192.168.4.2,40996,554.4986329999963,73.93345548608463,1422.3352034344814,105.22840323219887,1487,35,40996,0,0,0,0.0,1.0,0.999878036881647,2.439262367060201e-05,0.0,0.0,52330.0,49000.0
74.14.146.52,192.168.4.2,40391,459.1814129999941,87.96305524675172,1429.6090465697805,65.98818936212558,1487,488,40391,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,60078.0,49000.0
74.14.146.52,192.168.4.2,40235,658.8685570000023,61.06680850456772,1429.4463526780166,67.20214004916272,1487,35,40235,0,0,0,0.0,1.0,0.9999502920342985,2.4853982850751832e-05,0.0,0.0,60078.0,49000.0
142.162.155.4,192.168.4.2,39928,150.00830599999932,266.1719278397836,1431.5291023842917,88.04743661986525,1487,35,39923,5,0,0,0.00010019287127720863,1.0,0.9994489392079754,7.514465345790648e-05,0.0,0.0,6979.0,2392.573908034462
192.168.4.2,67.163.55.124,39472,5.597420999999986,7051.819043091469,44.255294892582086,56.59075365768548,541,35,39470,2,0,0,2.5335697998479857e-05,0.9999746643020015,0.01998986572080061,5.0671395996959714e-05,0.0,0.0,1051.4295196595056,11385.0
192.168.4.2,24.100.2.187,38415,19.84751000000037,1935.5072752198782,43.22147598594299,54.83103152479535,472,35,38413,2,0,0,5.2065706922135735e-05,0.9998698357326946,0.018795720198891,7.809856038320361e-05,0.0,0.00018222997422747507,49000.0,65175.309410386566
99.112.28.101,192.168.4.2,38315,88.68261300000052,432.04635839947315,1429.0054547827222,71.30391952264739,1495,35,38315,0,0,0,5.219887772412893e-05,0.9999478011222759,0.9996868067336552,7.829831658619339e-05,0.0,0.0,50947.1949628083,49000.0
192.168.4.2,77.101.80.159,38109,4.605156000000008,8275.289697026536,39.338791361620615,22.62657089632177,440,35,38109,0,0,0,0.0,0.9997375947938807,0.0030176598703718282,5.248104122385788e-05,0.0,0.00028864572673121836,49000.0,59596.89438190454
192.168.4.2,173.54.15.221,38053,6.2453599999999,6093.003445758228,38.62210601003863,32.06156610226321,696,35,38049,4,0,0,5.256379931141423e-05,0.9999474362006886,0.0062550921180582935,5.256379931141423e-05,0.0,0.0,2419.8979581110557,20868.0
192.168.4.2,90.24.251.177,37758,35.13706000000165,1074.5918981268846,56.86818687430478,54.79251832372771,452,47,37758,0,0,0,0.0,1.0,0.018724508713385244,0.00010593781450288681,0.0,0.0,49000.0,60578.10511679644
79.51.178.168,192.168.4.2,37587,1711.4523840000109,21.96204834641766,1373.0682948891904,310.88460766472986,1487,35,37587,0,0,0,0.0001862346023891239,0.9991486418176497,0.09016415249953441,0.0005320988639689254,0.0,0.0006651235799611568,51649.187245590234,49000.0
82.114.89.164,192.168.4.2,37505,1539.4963150000206,24.361864094490866,44.78277562991601,65.63557839189752,504,35,37504,1,0,0,0.0,1.0,0.01999786689419795,2.666382252559727e-05,0.0,0.0,57551.64356752433,49000.0
192.168.4.2,75.119.247.237,37486,12.76370100000016,2936.9224490607803,1430.6102278183855,132.89129948954925,2903,47,37486,0,0,0,0.0,1.0,0.9962119191164701,2.6676625940351065e-05,0.0,0.0,49000.0,4796.0
79.51.178.168,192.168.4.2,36621,1718.5820910000027,21.308845350931765,1319.65994920947,343.65820217484844,1487,35,36621,0,0,0,0.00013653368285956145,0.9993173315857022,0.09210562245706015,0.00038229431200677207,0.0,0.0005461347314382458,51901.22112995276,49000.0
79.51.178.168,192.168.4.2,35906,1743.8994970000183,20.58948928064266,1339.1545981173063,327.3657110667767,1487,35,35906,0,0,0,0.00016710299114354148,0.9990809335487105,0.08369074806439035,0.0005848604690023952,0.0,0.0007519634601459366,51374.98504428229,49000.0
